Date,Product,Category,Region,Quantity,Revenue,Cost,Discount,Marketing Spend,Customer Type,Operating Cost,Profit
2024-01-22 22:15:28.160200250,Tablet,Electronics,North,19,473766.05,373263.23,12,12738.22,Corporate,16028.56,89292.86
2024-01-23 20:11:06.833541927,Smartwatch,Wearables,North,3,31319.2,16841.53,25,45061.88,Corporate,11343.85,6260.88
2024-01-24 18:06:45.506883604,Headphones,Accessories,South,21,92651.94,56921.08,12,26148.02,Corporate,7108.42,28215.87
2024-01-25 16:02:24.180225281,Tablet,Electronics,South,27,664359.74,530635.14,12,26424.13,New,6038.3,127795.97
2024-01-26 13:58:02.853566958,Smartwatch,Wearables,North,26,225967.27,147150.72,10,47099.39,New,8210.93,68155.98
2024-01-27 11:53:41.526908635,Headphones,Accessories,South,1,6271.99,2529.03,5,7676.9,Returning,3656.31,2756.74
2024-01-28 09:49:20.200250313,Headphones,Accessories,South,8,31996.12,20058.14,12,14683.02,Returning,9778.79,1019.48
2024-01-29 07:44:58.873591990,Smartphone,Electronics,North,8,188147.33,175814.39,25,31359.71,Returning,22843.0,-11290.29
2024-01-30 05:40:37.546933667,Laptop,Electronics,South,14,901988.23,661677.2,0,13796.89,Returning,21289.97,220847.43
2024-01-31 03:36:16.220275344,Smartwatch,Wearables,North,5,43153.95,27664.76,25,35578.72,New,11184.08,3741.12
2024-02-01 01:31:54.893617021,Monitor,Electronics,West,26,405306.66,311629.68,10,14634.15,New,15668.34,77303.75
2024-02-01 23:27:33.566958698,Laptop,Electronics,West,24,1443047.19,1073982.72,12,9462.06,Returning,15481.93,353614.27
2024-02-02 21:23:12.240300375,Monitor,Electronics,South,25,461544.7,306567.18,5,14314.33,New,21232.23,136131.36
2024-02-03 19:18:50.913642052,Tablet,Electronics,West,6,143132.32,112635.36,12,24023.03,Returning,8198.38,27238.06
2024-02-04 17:14:29.586983729,Smartphone,Electronics,South,1,31443.06,21639.55,5,12926.22,Returning,9520.52,2039.45
2024-02-05 15:10:08.260325406,Smartwatch,Wearables,West,28,243929.27,156777.13,8,11061.14,Returning,9639.28,79922.81
2024-02-06 13:05:46.933667084,Laptop,Electronics,North,9,498493.01,411789.21,15,43712.68,Returning,3899.14,82205.1
2024-02-07 11:01:25.607008761,Tablet,Electronics,South,20,591767.73,368247.31,0,19417.87,Returning,9923.13,211473.89
2024-02-08 08:57:04.280350438,Tablet,Electronics,East,28,729715.1,558045.32,10,21234.14,Returning,22314.1,151317.63
2024-02-09 06:52:42.953692115,Headphones,Accessories,North,2,9591.18,5051.11,12,7487.17,New,23063.73,-18009.94
2024-02-10 04:48:21.627033792,Laptop,Electronics,West,1,69516.96,44702.45,5,21081.63,Returning,5411.98,15134.65
2024-02-11 02:44:00.300375469,Monitor,Electronics,South,1,19344.96,12183.98,8,16916.32,Returning,13077.29,-6900.51
2024-02-12 00:39:38.973717146,Headphones,Accessories,South,5,25504.9,12854.31,8,32471.83,New,11389.68,1012.22
2024-02-12 22:35:17.647058823,Monitor,Electronics,South,2,32714.45,23497.06,15,14242.56,Returning,13765.9,-6079.88
2024-02-13 20:30:56.320400500,Tablet,Electronics,West,25,515687.22,470783.36,25,44976.45,Corporate,15203.83,34145.24
2024-02-14 18:26:34.993742177,Tablet,Electronics,North,19,428311.14,380264.72,20,46835.0,New,3445.69,46040.24
2024-02-15 16:22:13.667083854,Tablet,Electronics,West,30,862131.08,567853.22,5,9492.4,Returning,21529.33,276868.06
2024-02-16 14:17:52.340425532,Smartphone,Electronics,West,25,708535.75,509785.11,0,9833.13,Corporate,24420.61,175120.31
2024-02-17 12:13:31.013767209,Headphones,Accessories,West,29,133617.3,74246.21,0,10189.69,Corporate,17374.91,42240.35
2024-02-18 10:09:09.687108886,Headphones,Accessories,West,8,38914.47,20260.18,12,32880.62,Returning,17529.95,-1685.45
2024-02-19 08:04:48.360450563,Headphones,Accessories,West,9,40550.2,23061.67,5,10488.6,Returning,14615.56,2908.76
2024-02-20 06:00:27.033792240,Laptop,Electronics,East,26,1629497.24,1166051.68,5,43357.2,Corporate,10354.02,453130.7
2024-02-21 03:56:05.707133917,Smartwatch,Wearables,South,8,71072.32,43115.68,20,38942.22,Returning,6277.51,17577.79
2024-02-22 01:51:44.380475594,Laptop,Electronics,South,2,112480.09,92823.61,20,41891.4,New,15849.39,2188.5
2024-02-22 23:47:23.053817271,Tablet,Electronics,West,21,457953.46,421115.73,20,28672.72,New,3988.71,31879.17
2024-02-23 21:43:01.727158949,Tablet,Electronics,South,25,619573.54,461617.14,8,49850.47,Returning,21139.06,138057.78
2024-02-24 19:38:40.400500626,Monitor,Electronics,East,30,510862.66,346159.73,12,6987.88,Returning,12260.06,153826.92
2024-02-25 17:34:19.073842303,Tablet,Electronics,North,28,678926.99,563049.87,12,23056.92,New,12124.59,102008.57
2024-02-26 15:29:57.747183980,Headphones,Accessories,South,4,20482.46,10847.18,5,19577.15,New,10197.76,844.14
2024-02-27 13:25:36.420525657,Monitor,Electronics,South,24,367940.99,290236.5,12,47689.05,Returning,24325.79,52832.46
2024-02-28 11:21:15.093867334,Headphones,Accessories,South,26,108553.67,66098.85,12,30958.74,Returning,6848.17,26997.78
2024-02-29 09:16:53.767209011,Smartphone,Electronics,East,21,611962.16,437463.65,10,41278.59,Corporate,6328.77,166715.64
2024-03-01 07:12:32.440550688,Monitor,Electronics,East,25,366027.83,288423.26,20,12665.35,Returning,6641.69,74199.84
2024-03-02 05:08:11.113892365,Headphones,Accessories,South,26,117370.21,65339.6,15,49038.54,Corporate,17487.6,29497.59
2024-03-03 03:03:49.787234042,Laptop,Electronics,North,14,789621.97,647337.49,12,27438.78,Corporate,24821.7,117800.86
2024-03-04 00:59:28.460575719,Headphones,Accessories,East,2,10650.05,5259.58,15,27215.24,New,8180.45,1965.8
2024-03-04 22:55:07.133917397,Tablet,Electronics,North,14,343441.56,266691.46,20,48689.81,Returning,22923.58,51544.68
2024-03-05 20:50:45.807259074,Smartphone,Electronics,West,7,189548.69,148629.12,12,22132.96,New,9129.56,31796.45
2024-03-06 18:46:24.480600751,Headphones,Accessories,West,4,18595.98,10227.29,8,22888.63,Corporate,17253.8,-12797.16
2024-03-07 16:42:03.153942428,Laptop,Electronics,North,4,225125.69,184314.32,20,31313.87,New,3890.98,41802.09
2024-03-08 14:37:41.827284105,Tablet,Electronics,South,21,498424.62,417513.21,15,10762.37,Returning,13904.39,66757.02
2024-03-09 12:33:20.500625782,Headphones,Accessories,North,16,57560.43,43339.84,25,19448.85,Corporate,17400.54,-3040.07
2024-03-10 10:28:59.173967459,Smartphone,Electronics,South,17,523789.28,350646.62,5,13694.37,New,14799.04,162406.53
2024-03-11 08:24:37.847309136,Smartphone,Electronics,North,23,601691.97,486454.21,10,9647.76,Corporate,8232.38,108989.82
2024-03-12 06:20:16.520650813,Smartwatch,Wearables,West,17,121757.71,92755.65,25,43976.51,New,21226.93,5148.25
2024-03-13 04:15:55.193992490,Tablet,Electronics,North,19,445265.01,350683.81,12,31519.9,Returning,24343.0,68296.36
2024-03-14 02:11:33.867334168,Monitor,Electronics,East,3,43090.14,36487.72,25,21140.28,Returning,13102.31,-5015.1
2024-03-15 00:07:12.540675845,Headphones,Accessories,East,26,116035.72,65627.43,0,23390.12,New,16990.22,31545.71
2024-03-15 22:02:51.214017522,Laptop,Electronics,North,14,947162.71,650332.68,0,24418.36,Returning,20389.09,270089.2
2024-03-16 19:58:29.887359199,Tablet,Electronics,West,5,113676.55,96474.86,20,33491.71,Corporate,8312.76,8729.21
2024-03-17 17:54:08.560700876,Smartwatch,Wearables,North,25,223929.08,135098.38,8,46704.62,New,22017.91,62372.15
2024-03-18 15:49:47.234042553,Tablet,Electronics,West,23,560402.69,426343.66,12,46975.08,Returning,9164.42,129743.46
2024-03-19 13:45:25.907384230,Laptop,Electronics,East,2,118169.78,92177.4,10,22617.14,Corporate,20068.28,6454.47
2024-03-20 11:41:04.580725907,Smartphone,Electronics,East,6,165904.82,131698.8,10,19816.81,Returning,5466.18,26024.31
2024-03-21 09:36:43.254067584,Tablet,Electronics,West,1,24924.94,19542.44,25,25297.09,New,9344.51,-6057.91
2024-03-22 07:32:21.927409261,Tablet,Electronics,South,9,257169.44,171817.96,0,30557.04,Corporate,14739.64,64943.64
2024-03-23 05:28:00.600750938,Headphones,Accessories,South,3,14032.11,7468.97,20,25781.81,New,14548.29,-11283.53
2024-03-24 03:23:39.274092616,Tablet,Electronics,North,22,499691.08,429302.02,25,34643.9,Returning,21709.49,51728.55
2024-03-25 01:19:17.947434293,Monitor,Electronics,West,16,256408.22,182329.63,15,29947.96,Returning,24914.8,55859.15
2024-03-25 23:14:56.620775970,Headphones,Accessories,South,30,122162.34,78633.12,10,19432.2,Returning,5358.64,40349.77
2024-03-26 21:10:35.294117647,Monitor,Electronics,West,23,425375.5,280124.3,5,20557.89,New,8970.54,136004.54
2024-03-27 19:06:13.967459324,Smartphone,Electronics,South,19,481265.42,395951.06,15,22036.68,New,10867.16,73151.32
2024-03-28 17:01:52.640801001,Smartphone,Electronics,West,16,411167.89,329260.23,10,9258.79,Returning,13536.2,65501.97
2024-03-29 14:57:31.314142678,Tablet,Electronics,West,2,55447.99,36891.09,5,12472.82,New,13866.01,10870.18
2024-03-30 12:53:09.987484355,Smartwatch,Wearables,South,3,32212.66,15944.48,8,37540.12,Returning,21836.29,-6134.36
2024-03-31 10:48:48.660826032,Laptop,Electronics,South,19,905740.23,882977.96,25,22509.35,Returning,19952.3,9156.86
2024-04-01 08:44:27.334167709,Tablet,Electronics,West,1,29499.51,20060.62,8,14654.25,Returning,3414.73,10204.71
2024-04-02 06:40:06.007509386,Smartphone,Electronics,North,2,63302.53,40925.06,5,30320.26,New,13010.48,4144.6
2024-04-03 04:35:44.680851064,Tablet,Electronics,North,7,180489.05,136241.53,15,38999.28,New,16597.62,25652.04
2024-04-04 02:31:23.354192741,Laptop,Electronics,South,27,1790868.7,1286888.88,5,16584.01,Corporate,13128.7,488843.97
2024-04-05 00:27:02.027534418,Tablet,Electronics,East,14,308745.65,258601.33,25,42205.54,Returning,5874.2,44030.59
2024-04-05 22:22:40.700876095,Tablet,Electronics,North,22,522979.33,410295.38,20,46737.72,New,11744.43,100758.57
2024-04-06 20:18:19.374217772,Tablet,Electronics,South,13,293253.46,246922.35,25,31882.75,New,12056.43,43263.41
2024-04-07 18:13:58.047559449,Smartwatch,Wearables,West,6,47613.88,34049.47,25,35102.64,New,7129.75,3202.97
2024-04-08 16:09:36.720901126,Headphones,Accessories,North,12,52771.07,31129.06,5,7365.92,Corporate,19638.76,2690.16
2024-04-09 14:05:15.394242803,Tablet,Electronics,North,3,86985.98,59317.39,5,47548.4,New,10070.81,19447.29
2024-04-10 12:00:54.067584480,Smartphone,Electronics,South,24,676260.26,522526.93,8,22661.81,New,15957.72,137770.89
2024-04-11 09:56:32.740926157,Tablet,Electronics,North,6,159463.05,118915.05,10,46575.52,Returning,14346.06,26532.48
2024-04-12 07:52:11.414267834,Smartwatch,Wearables,North,12,84575.69,70256.09,25,31053.99,New,22303.4,-11118.22
2024-04-13 05:47:50.087609512,Headphones,Accessories,North,30,118936.9,80291.65,15,5207.85,New,5684.33,33280.38
2024-04-14 03:43:28.760951189,Smartwatch,Wearables,North,18,130998.25,103977.29,15,6734.39,Corporate,5513.79,23041.37
2024-04-15 01:39:07.434292866,Smartwatch,Wearables,West,14,105769.02,80716.45,25,35618.85,Returning,9607.03,16428.34
2024-04-15 23:34:46.107634542,Laptop,Electronics,North,17,922197.54,813919.94,15,30320.06,New,12486.73,97501.47
2024-04-16 21:30:24.780976220,Laptop,Electronics,East,24,1329213.77,1157098.38,10,6193.96,Returning,9567.93,166785.28
2024-04-17 19:26:03.454317898,Smartphone,Electronics,East,8,210424.15,175302.68,10,38455.7,New,19790.12,18142.26
2024-04-18 17:21:42.127659574,Laptop,Electronics,East,20,1124318.27,933679.41,12,43346.54,New,8395.85,182456.89
2024-04-19 15:17:20.801001252,Headphones,Accessories,East,27,127067.44,71444.51,0,27338.79,Returning,4865.04,47242.62
2024-04-20 13:12:59.474342928,Tablet,Electronics,South,18,407298.57,348279.54,15,25959.08,Returning,12103.6,45115.42
2024-04-21 11:08:38.147684606,Smartwatch,Wearables,West,14,105556.25,80862.3,15,5246.29,Returning,20014.34,4020.71
2024-04-22 09:04:16.821026282,Headphones,Accessories,North,5,27981.01,12960.42,15,40399.24,Corporate,21712.36,-5934.74
2024-04-23 06:59:55.494367960,Monitor,Electronics,North,8,128060.61,98078.68,12,19882.22,New,19133.59,9413.34
2024-04-24 04:55:34.167709636,Smartwatch,Wearables,West,29,217240.02,166664.16,20,44544.36,Corporate,15273.51,32495.16
2024-04-25 02:51:12.841051314,Laptop,Electronics,North,17,823517.71,832347.66,25,21787.73,Returning,18932.22,-31326.76
2024-04-26 00:46:51.514392990,Tablet,Electronics,North,10,249550.2,188349.15,12,30428.51,New,17990.57,38256.94
2024-04-26 22:42:30.187734668,Smartwatch,Wearables,North,13,103275.06,74060.58,10,17165.38,Corporate,8156.07,20353.57
2024-04-27 20:38:08.861076346,Smartwatch,Wearables,North,18,155779.36,103020.5,0,12226.47,New,15116.7,33233.17
2024-04-28 18:33:47.534418022,Smartwatch,Wearables,North,17,127245.52,98998.54,20,39870.86,Returning,19953.41,5292.0
2024-04-29 16:29:26.207759700,Smartwatch,Wearables,East,21,152131.0,121948.08,25,27346.57,Returning,9976.65,19024.56
2024-04-30 14:25:04.881101376,Laptop,Electronics,East,8,482987.68,377152.81,15,29141.96,New,17387.41,84439.71
2024-05-01 12:20:43.554443054,Smartwatch,Wearables,North,20,167468.03,112483.35,20,48443.72,Corporate,13592.57,42531.37
2024-05-02 10:16:22.227784730,Tablet,Electronics,West,14,328207.11,261480.89,20,48361.1,New,14069.49,54877.4
2024-05-03 08:12:00.901126408,Smartphone,Electronics,North,29,714516.26,637925.23,20,43503.9,Corporate,4981.21,69961.54
2024-05-04 06:07:39.574468084,Smartwatch,Wearables,East,5,41176.86,27216.5,12,13442.42,New,17656.78,-5007.5
2024-05-05 04:03:18.247809762,Laptop,Electronics,West,5,344433.72,239258.83,0,31742.27,New,22045.11,84742.06
2024-05-06 01:58:56.921151438,Headphones,Accessories,East,14,72594.81,37620.83,0,44516.63,New,6111.49,26720.5
2024-05-06 23:54:35.594493116,Headphones,Accessories,South,16,74614.73,41514.52,5,21850.88,Corporate,11054.32,19697.69
2024-05-07 21:50:14.267834794,Monitor,Electronics,North,21,365278.48,242274.86,10,9549.78,New,4070.68,122522.43
2024-05-08 19:45:52.941176470,Smartphone,Electronics,North,13,337763.79,264508.62,15,41493.33,Corporate,3651.9,72255.83
2024-05-09 17:41:31.614518148,Smartphone,Electronics,West,28,798822.12,608961.96,10,26679.36,New,24772.49,166892.32
2024-05-10 15:37:10.287859824,Headphones,Accessories,South,15,75135.52,39192.11,0,30397.67,Returning,13856.37,24863.97
2024-05-11 13:32:48.961201502,Monitor,Electronics,North,4,74959.9,45572.33,5,49196.49,New,10821.42,12634.31
2024-05-12 11:28:27.634543178,Monitor,Electronics,East,4,63721.65,48551.28,25,32324.51,New,9047.3,10184.58
2024-05-13 09:24:06.307884856,Laptop,Electronics,East,30,1398044.03,1368924.02,25,24124.07,Corporate,24560.28,5735.92
2024-05-14 07:19:44.981226532,Smartphone,Electronics,North,5,151313.36,108952.14,10,21649.3,Returning,8549.52,36844.05
2024-05-15 05:15:23.654568210,Tablet,Electronics,North,29,687595.67,549610.69,20,23792.87,Returning,18965.58,120180.88
2024-05-16 03:11:02.327909886,Laptop,Electronics,North,9,476748.85,408575.41,15,10327.96,Returning,9242.68,59077.54
2024-05-17 01:06:41.001251564,Monitor,Electronics,North,3,47119.28,34160.44,25,40763.78,Returning,4550.77,7582.15
2024-05-17 23:02:19.674593242,Smartphone,Electronics,East,10,223478.87,210242.15,25,42697.26,Returning,18032.09,-3693.93
2024-05-18 20:57:58.347934918,Monitor,Electronics,North,19,306909.48,224608.05,15,17797.87,Corporate,3035.88,78330.31
2024-05-19 18:53:37.021276596,Smartphone,Electronics,East,13,374491.62,279860.82,10,18670.85,Returning,17866.47,79367.96
2024-05-20 16:49:15.694618272,Headphones,Accessories,North,24,103061.75,62418.27,15,44345.04,Returning,8508.29,27375.82
2024-05-21 14:44:54.367959950,Smartwatch,Wearables,West,19,167769.8,104364.14,8,6078.67,Returning,19414.29,42366.64
2024-05-22 12:40:33.041301626,Laptop,Electronics,East,13,745143.83,593899.09,8,28420.58,Returning,19934.5,137444.72
2024-05-23 10:36:11.714643304,Smartwatch,Wearables,South,20,157662.52,109124.12,12,25865.41,Returning,18930.36,27729.8
2024-05-24 08:31:50.387984980,Smartwatch,Wearables,South,30,242514.75,174562.17,12,36055.7,Returning,3538.64,63697.89
2024-05-25 06:27:29.061326658,Tablet,Electronics,North,13,306498.19,242748.11,12,12352.63,Returning,18482.21,42620.13
2024-05-26 04:23:07.734668336,Monitor,Electronics,North,5,90323.03,62299.77,10,35074.88,Returning,24783.2,4247.6
2024-05-27 02:18:46.408010012,Smartwatch,Wearables,East,13,109345.06,71284.47,10,21953.03,Corporate,8337.76,27514.04
2024-05-28 00:14:25.081351690,Headphones,Accessories,North,26,120359.06,65066.82,0,32842.17,Corporate,9033.25,45702.16
2024-05-28 22:10:03.754693366,Headphones,Accessories,East,7,29192.84,17810.86,12,6804.28,Corporate,20897.58,-6969.01
2024-05-29 20:05:42.428035044,Headphones,Accessories,South,29,125991.95,72347.64,12,25777.72,Returning,6528.73,45019.29
2024-05-30 18:01:21.101376720,Tablet,Electronics,North,18,375571.48,357846.08,25,28501.29,Returning,17532.84,2558.4
2024-05-31 15:56:59.774718398,Smartphone,Electronics,East,19,536669.28,399500.86,12,14644.69,New,19610.58,120024.53
2024-06-01 13:52:38.448060074,Smartphone,Electronics,East,10,271669.68,206576.72,10,11283.06,Returning,3817.53,64440.3
2024-06-02 11:48:17.121401752,Headphones,Accessories,East,28,127117.9,74264.26,0,13481.34,New,15182.77,38092.5
2024-06-03 09:43:55.794743428,Laptop,Electronics,North,2,127578.17,94822.85,5,20486.35,New,15669.3,26809.8
2024-06-04 07:39:34.468085106,Laptop,Electronics,East,9,539197.65,439727.41,8,9356.46,Corporate,9675.74,92958.1
2024-06-05 05:35:13.141426784,Laptop,Electronics,West,13,753234.93,636463.09,10,47629.39,Corporate,22279.58,95466.89
2024-06-06 03:30:51.814768460,Tablet,Electronics,South,15,393326.81,295036.22,8,23224.73,Returning,6580.49,89082.33
2024-06-07 01:26:30.488110138,Tablet,Electronics,West,15,375199.71,299010.31,10,41403.63,New,11012.28,64885.94
2024-06-07 23:22:09.161451814,Tablet,Electronics,East,5,120623.94,99424.83,20,48848.77,Returning,21670.71,3807.39
2024-06-08 21:17:47.834793492,Headphones,Accessories,South,7,32778.2,18254.11,5,8633.09,Returning,7194.14,12458.55
2024-06-09 19:13:26.508135168,Tablet,Electronics,West,3,85037.54,59145.04,8,34325.13,Corporate,21070.23,9257.25
2024-06-10 17:09:05.181476846,Laptop,Electronics,West,18,1183718.66,806872.54,5,44213.41,Corporate,4739.52,374462.17
2024-06-11 15:04:43.854818522,Monitor,Electronics,North,11,185935.36,134051.82,8,33540.55,New,13763.04,34353.52
2024-06-12 13:00:22.528160200,Smartwatch,Wearables,West,17,146588.32,99240.95,15,24306.18,New,4657.27,44151.58
2024-06-13 10:56:01.201501876,Monitor,Electronics,North,18,345589.04,204965.1,0,24398.44,New,17913.88,118985.85
2024-06-14 08:51:39.874843554,Laptop,Electronics,North,22,1415908.81,1064206.48,8,6615.45,New,20393.23,326846.68
2024-06-15 06:47:18.548185232,Headphones,Accessories,North,17,84370.44,46291.13,0,29057.03,New,21696.89,17099.89
2024-06-16 04:42:57.221526908,Tablet,Electronics,South,20,414153.93,375819.94,25,49709.43,New,24587.77,15315.82
2024-06-17 02:38:35.894868586,Headphones,Accessories,West,18,75246.6,47096.56,15,48141.84,New,17784.35,13075.82
2024-06-18 00:34:14.568210262,Headphones,Accessories,East,20,83415.47,54433.42,5,6817.97,New,19919.36,10554.09
2024-06-18 22:29:53.241551940,Laptop,Electronics,East,19,1241375.35,930123.3,5,36760.87,New,14126.68,298720.13
2024-06-19 20:25:31.914893616,Headphones,Accessories,North,10,49877.77,25128.77,0,18579.42,Returning,23080.21,-1285.18
2024-06-20 18:21:10.588235294,Smartphone,Electronics,East,8,217033.55,165463.27,10,45634.51,New,17162.68,34092.66
2024-06-21 16:16:49.261576970,Smartphone,Electronics,South,24,617964.13,513986.49,20,7030.16,Corporate,22438.13,77018.16
2024-06-22 14:12:27.934918648,Tablet,Electronics,South,11,271312.05,206602.56,12,47114.33,New,8179.94,50519.44
2024-06-23 12:08:06.608260324,Smartwatch,Wearables,South,17,128208.72,93197.77,25,42686.41,New,13928.23,23304.64
2024-06-24 10:03:45.281602002,Smartwatch,Wearables,North,6,53379.85,31883.98,8,10287.7,New,19056.02,180.48
2024-06-25 07:59:23.954943680,Headphones,Accessories,West,13,52647.94,32754.4,8,7692.1,Returning,7459.88,15051.16
2024-06-26 05:55:02.628285356,Monitor,Electronics,East,16,274391.74,191264.76,10,42561.84,New,7649.48,78802.55
2024-06-27 03:50:41.301627034,Laptop,Electronics,South,19,1239207.55,902812.77,5,12009.1,Returning,24516.94,310019.89
2024-06-28 01:46:19.974968710,Headphones,Accessories,North,16,57986.43,42381.86,25,29070.42,New,12561.43,4814.08
2024-06-28 23:41:58.648310388,Laptop,Electronics,West,11,693769.16,529130.0,5,46208.52,Corporate,6999.94,155655.75
2024-06-29 21:37:37.321652064,Headphones,Accessories,South,29,123688.24,75048.77,10,30535.17,New,10292.21,32809.64
2024-06-30 19:33:15.994993742,Monitor,Electronics,South,16,264491.5,185774.51,12,22875.5,Returning,11742.28,67344.64
2024-07-01 17:28:54.668335418,Headphones,Accessories,East,25,114272.11,62089.16,0,25025.72,Corporate,16707.88,34062.45
2024-07-02 15:24:33.341677096,Monitor,Electronics,North,23,400839.95,265223.95,10,7840.27,New,23306.32,110989.41
2024-07-03 13:20:12.015018772,Headphones,Accessories,East,17,80582.36,43537.56,10,48593.85,New,24704.98,18265.84
2024-07-04 11:15:50.688360450,Tablet,Electronics,West,27,676626.09,504853.98,8,18979.44,Corporate,17337.37,149857.17
2024-07-05 09:11:29.361702128,Headphones,Accessories,South,4,18428.49,9939.03,5,13521.36,New,18398.29,-8760.22
2024-07-06 07:07:08.035043804,Smartphone,Electronics,North,28,863261.18,567857.92,0,17872.13,New,10080.24,282338.6
2024-07-07 05:02:46.708385482,Tablet,Electronics,North,26,768055.27,510663.51,0,48396.79,Returning,21857.49,238259.05
2024-07-08 02:58:25.381727158,Monitor,Electronics,North,16,260840.12,192543.16,10,9242.87,New,7791.56,61400.69
2024-07-09 00:54:04.055068836,Smartphone,Electronics,East,23,668800.71,504043.52,0,44028.64,Corporate,5340.37,160554.85
2024-07-09 22:49:42.728410512,Tablet,Electronics,South,16,329958.69,318336.98,25,36852.98,Returning,24411.63,-15624.58
2024-07-10 20:45:21.401752190,Smartphone,Electronics,North,9,283727.88,190280.59,5,42350.86,Returning,22011.05,69139.47
2024-07-11 18:41:00.075093866,Tablet,Electronics,East,24,586933.25,446874.21,15,48915.39,New,9680.19,133160.59
2024-07-12 16:36:38.748435544,Tablet,Electronics,North,8,213062.03,155550.29,15,42896.96,Returning,17853.76,44970.37
2024-07-13 14:32:17.421777220,Headphones,Accessories,South,10,52176.43,24955.76,10,47452.21,Returning,13274.4,15387.18
2024-07-14 12:27:56.095118898,Tablet,Electronics,West,16,360895.8,306983.51,25,10712.09,New,10108.82,41111.21
2024-07-15 10:23:34.768460576,Smartphone,Electronics,North,26,752650.85,540008.12,0,40810.49,Corporate,9309.03,204350.51
2024-07-16 08:19:13.441802252,Laptop,Electronics,North,12,716928.47,557546.02,5,29555.41,Returning,5992.6,160672.26
2024-07-17 06:14:52.115143930,Laptop,Electronics,South,15,963408.36,686543.78,8,29457.3,Returning,15085.0,262086.85
2024-07-18 04:10:30.788485606,Headphones,Accessories,East,2,16681.21,5317.0,5,45451.47,New,12825.13,2924.6
2024-07-19 02:06:09.461827284,Monitor,Electronics,North,4,72344.45,49140.17,8,48731.17,New,14268.1,6715.19
2024-07-20 00:01:48.135168960,Laptop,Electronics,West,2,124930.5,96113.32,8,36717.72,Returning,7737.86,20953.07
2024-07-20 21:57:26.808510638,Headphones,Accessories,North,3,17478.17,7930.03,20,26732.23,Returning,23649.43,-12242.6
2024-07-21 19:53:05.481852314,Tablet,Electronics,West,27,699287.7,523640.22,8,25538.17,New,17049.01,159790.46
2024-07-22 17:48:44.155193992,Smartphone,Electronics,East,26,570258.44,520397.2,25,22385.37,New,22791.21,24770.87
